level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,situationContext,friendlyLatin,darijaArabicSupport,englishMeaning,possibleMoroccanReply,cultureNoteEnglish,pronunciationParts,imagePromptSeed,videoActionSeed,sourceKeys,status,mediaRule
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,4,L02-D28-S04,L02-D28-P04,The learner says they would return.,"ila rjeat, ghadi nji hna",إلا رجعت، غادي نجي هنا,"If I come back, I will come here.",mrehba bik,A warm compliment for riad/hospitality.,ila rjeat / ghadi nji hna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 28: مغادرة المكان مع شكر. Show a foreign learner politely handling this situation: The learner says they would return.. Visual focus: the phrase 'ila rjeat, ghadi nji hna' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'مغادرة المكان مع شكر'. Trigger: The learner says they would return.. Learner says 'ila rjeat, ghadi nji hna'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,5,L02-D28-S05,L02-D28-P05,The learner says goodbye warmly.,"bslama, thalla f rask",بسلامة، تهلا فراسك,"Goodbye, take care.",bslama,Goodbye formula with care belongs to social hospitality.,bslama / thalla f rask,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 28: مغادرة المكان مع شكر. Show a foreign learner politely handling this situation: The learner says goodbye warmly.. Visual focus: the phrase 'bslama, thalla f rask' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'مغادرة المكان مع شكر'. Trigger: The learner says goodbye warmly.. Learner says 'bslama, thalla f rask'. Moroccan host/staff replies 'bslama'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,1,L02-D29-S01,L02-D29-P01,Mixed review: arrival + identity.,"aandi reservation, smiti ...",عندي رزيرفاسيون، سميتي ...,"I have a reservation, my name is ...",mrehba bik,Final review keeps placeholder for global learners.,aandi reservation / smiti ...,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 29: مراجعة مختلطة للضيافة. Show a foreign learner politely handling this situation: Mixed review: arrival + identity.. Visual focus: the phrase 'aandi reservation, smiti ...' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة مختلطة للضيافة'. Trigger: Mixed review: arrival + identity.. Learner says 'aandi reservation, smiti ...'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.",daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,2,L02-D29-S02,L02-D29-P02,Mixed review: service question.,shno l-code dyal l-wifi?,شنو الكود ديال الويفي؟,What is the Wi‑Fi code?,ha l-code,High-frequency accommodation phrase.,shno l-code / dyal l-wifi,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 29: مراجعة مختلطة للضيافة. Show a foreign learner politely handling this situation: Mixed review: service question.. Visual focus: the phrase 'shno l-code dyal l-wifi?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة مختلطة للضيافة'. Trigger: Mixed review: service question.. Learner says 'shno l-code dyal l-wifi?'. Moroccan host/staff replies 'ha l-code'. End with clear action showing the problem/request resolved.,bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,3,L02-D29-S03,L02-D29-P03,Mixed review: room check.,nqder nshuf l-bit?,نقدر نشوف البيت؟,Can I see the room?,"iyeh, tfdal",Pre-acceptance room request is practical.,nqder / nshuf / l-bit,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 29: مراجعة مختلطة للضيافة. Show a foreign learner politely handling this situation: Mixed review: room check.. Visual focus: the phrase 'nqder nshuf l-bit?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة مختلطة للضيافة'. Trigger: Mixed review: room check.. Learner says 'nqder nshuf l-bit?'. Moroccan host/staff replies 'iyeh, tfdal'. End with clear action showing the problem/request resolved.",gateway_accommodation,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,4,L02-D29-S04,L02-D29-P04,Mixed review: breakfast + bill.,wash l-ftor dakhel f l-hsab?,واش الفطور داخل فالحساب؟,Is breakfast included in the price?,iyeh dakhel,Breakfast inclusion is a key riad question.,wash l-ftor / dakhel f / l-hsab,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 29: مراجعة مختلطة للضيافة. Show a foreign learner politely handling this situation: Mixed review: breakfast + bill.. Visual focus: the phrase 'wash l-ftor dakhel f l-hsab?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة مختلطة للضيافة'. Trigger: Mixed review: breakfast + bill.. Learner says 'wash l-ftor dakhel f l-hsab?'. Moroccan host/staff replies 'iyeh dakhel'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,5,L02-D29-S05,L02-D29-P05,Mixed review: final cultural closure.,shukran ala diyafa,شكرا على الضيافة,Thank you for the hospitality.,mrehba bik,This phrase is the signature of Level 2.,shukran / ala / diyafa,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 29: مراجعة مختلطة للضيافة. Show a foreign learner politely handling this situation: Mixed review: final cultural closure.. Visual focus: the phrase 'shukran ala diyafa' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة مختلطة للضيافة'. Trigger: Mixed review: final cultural closure.. Learner says 'shukran ala diyafa'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,1,L02-D30-S01,L02-D30-P01,Final test begins at riad entrance.,"salam, ana wasel daba",سلام، أنا واصل دابا,"Hello, I have arrived now.",mrehba bik,Tests greeting + arrival.,salam / ana wasel daba,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 30: اختبار Level 2: ضيف محترم. Show a foreign learner politely handling this situation: Final test begins at riad entrance.. Visual focus: the phrase 'salam, ana wasel daba' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'اختبار Level 2: ضيف محترم'. Trigger: Final test begins at riad entrance.. Learner says 'salam, ana wasel daba'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,2,L02-D30-S02,L02-D30-P02,Learner asks for the room.,bghit l-bit dyali aafak,بغيت البيت ديالي عافاك,"I would like my room, please.","wakha, tfdal",Tests room request.,bghit l-bit / dyali aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 30: اختبار Level 2: ضيف محترم. Show a foreign learner politely handling this situation: Learner asks for the room.. Visual focus: the phrase 'bghit l-bit dyali aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'اختبار Level 2: ضيف محترم'. Trigger: Learner asks for the room.. Learner says 'bghit l-bit dyali aafak'. Moroccan host/staff replies 'wakha, tfdal'. End with clear action showing the problem/request resolved.",daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,3,L02-D30-S03,L02-D30-P03,Learner reports a room problem.,kayn mushkil f l-ma skhon,كاين مشكل فالما سخون,There is a problem with the hot water.,daba nshufu,Tests problem reporting with politeness.,kayn mushkil / f l-ma / skhon,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 30: اختبار Level 2: ضيف محترم. Show a foreign learner politely handling this situation: Learner reports a room problem.. Visual focus: the phrase 'kayn mushkil f l-ma skhon' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'اختبار Level 2: ضيف محترم'. Trigger: Learner reports a room problem.. Learner says 'kayn mushkil f l-ma skhon'. Moroccan host/staff replies 'daba nshufu'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,4,L02-D30-S04,L02-D30-P04,Learner manages luggage after check-out.,nqder nkhli shnati hna?,نقدر نخلي شنطتي هنا؟,Can I leave my suitcase here?,"iyeh, khlliha",Tests service request.,nqder nkhli / shnati hna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 30: اختبار Level 2: ضيف محترم. Show a foreign learner politely handling this situation: Learner manages luggage after check-out.. Visual focus: the phrase 'nqder nkhli shnati hna?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'اختبار Level 2: ضيف محترم'. Trigger: Learner manages luggage after check-out.. Learner says 'nqder nkhli shnati hna?'. Moroccan host/staff replies 'iyeh, khlliha'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,5,L02-D30-S05,L02-D30-P05,Learner closes the level as a respectful guest.,"shukran, kanet iqama mzyana",شكرا، كانت إقامة مزيانة,"Thank you, it was a good stay.",tji m3a lkhir,Final cultural closure for Level 2.,shukran / kanet iqama mzyana,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 30: اختبار Level 2: ضيف محترم. Show a foreign learner politely handling this situation: Learner closes the level as a respectful guest.. Visual focus: the phrase 'shukran, kanet iqama mzyana' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'اختبار Level 2: ضيف محترم'. Trigger: Learner closes the level as a respectful guest.. Learner says 'shukran, kanet iqama mzyana'. Moroccan host/staff replies 'tji m3a lkhir'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
