level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,28,تغيير الخطة بسرعة,فتح الموقف — تغيير الخطة بسرعة,طلب أساسي — تغيير الخطة بسرعة,توضيح أو سؤال — تغيير الخطة بسرعة,رد على جواب مغربي — تغيير الخطة بسرعة,إغلاق الموقف — تغيير الخطة بسرعة,في نهاية اليوم يستطيع المتعلم التعامل مع تغيير الخطة بسرعة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,29,مراجعة رحلة كاملة,فتح الموقف — مراجعة رحلة كاملة,طلب أساسي — مراجعة رحلة كاملة,توضيح أو سؤال — مراجعة رحلة كاملة,رد على جواب مغربي — مراجعة رحلة كاملة,إغلاق الموقف — مراجعة رحلة كاملة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة رحلة كاملة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
5,Moving Around Morocco,التنقل داخل المغرب وبين المدن,30,اختبار Level 5: سفر يوم كامل,فتح الموقف — اختبار Level 5: سفر يوم كامل,طلب أساسي — اختبار Level 5: سفر يوم كامل,توضيح أو سؤال — اختبار Level 5: سفر يوم كامل,رد على جواب مغربي — اختبار Level 5: سفر يوم كامل,إغلاق الموقف — اختبار Level 5: سفر يوم كامل,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 5: سفر يوم كامل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,1,الدعوة إلى بيت مغربي,فتح الموقف — الدعوة إلى بيت مغربي,طلب أساسي — الدعوة إلى بيت مغربي,توضيح أو سؤال — الدعوة إلى بيت مغربي,رد على جواب مغربي — الدعوة إلى بيت مغربي,إغلاق الموقف — الدعوة إلى بيت مغربي,في نهاية اليوم يستطيع المتعلم التعامل مع الدعوة إلى بيت مغربي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,2,تحية العائلة,فتح الموقف — تحية العائلة,طلب أساسي — تحية العائلة,توضيح أو سؤال — تحية العائلة,رد على جواب مغربي — تحية العائلة,إغلاق الموقف — تحية العائلة,في نهاية اليوم يستطيع المتعلم التعامل مع تحية العائلة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,3,تقديم نفسك بشكل طبيعي,فتح الموقف — تقديم نفسك بشكل طبيعي,طلب أساسي — تقديم نفسك بشكل طبيعي,توضيح أو سؤال — تقديم نفسك بشكل طبيعي,رد على جواب مغربي — تقديم نفسك بشكل طبيعي,إغلاق الموقف — تقديم نفسك بشكل طبيعي,في نهاية اليوم يستطيع المتعلم التعامل مع تقديم نفسك بشكل طبيعي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,4,السؤال عن الحال والعائلة,فتح الموقف — السؤال عن الحال والعائلة,طلب أساسي — السؤال عن الحال والعائلة,توضيح أو سؤال — السؤال عن الحال والعائلة,رد على جواب مغربي — السؤال عن الحال والعائلة,إغلاق الموقف — السؤال عن الحال والعائلة,في نهاية اليوم يستطيع المتعلم التعامل مع السؤال عن الحال والعائلة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,5,الدخول والجلوس,فتح الموقف — الدخول والجلوس,طلب أساسي — الدخول والجلوس,توضيح أو سؤال — الدخول والجلوس,رد على جواب مغربي — الدخول والجلوس,إغلاق الموقف — الدخول والجلوس,في نهاية اليوم يستطيع المتعلم التعامل مع الدخول والجلوس عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,6,الأكل مع العائلة,فتح الموقف — الأكل مع العائلة,طلب أساسي — الأكل مع العائلة,توضيح أو سؤال — الأكل مع العائلة,رد على جواب مغربي — الأكل مع العائلة,إغلاق الموقف — الأكل مع العائلة,في نهاية اليوم يستطيع المتعلم التعامل مع الأكل مع العائلة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,7,مراجعة أسبوع 1: أول زيارة,فتح الموقف — مراجعة أسبوع 1: أول زيارة,طلب أساسي — مراجعة أسبوع 1: أول زيارة,توضيح أو سؤال — مراجعة أسبوع 1: أول زيارة,رد على جواب مغربي — مراجعة أسبوع 1: أول زيارة,إغلاق الموقف — مراجعة أسبوع 1: أول زيارة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 1: أول زيارة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,8,مدح الأكل والبيت,فتح الموقف — مدح الأكل والبيت,طلب أساسي — مدح الأكل والبيت,توضيح أو سؤال — مدح الأكل والبيت,رد على جواب مغربي — مدح الأكل والبيت,إغلاق الموقف — مدح الأكل والبيت,في نهاية اليوم يستطيع المتعلم التعامل مع مدح الأكل والبيت عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,9,قبول المزيد من الأكل أو رفضه بأدب,فتح الموقف — قبول المزيد من الأكل أو رفضه بأدب,طلب أساسي — قبول المزيد من الأكل أو رفضه بأدب,توضيح أو سؤال — قبول المزيد من الأكل أو رفضه بأدب,رد على جواب مغربي — قبول المزيد من الأكل أو رفضه بأدب,إغلاق الموقف — قبول المزيد من الأكل أو رفضه بأدب,في نهاية اليوم يستطيع المتعلم التعامل مع قبول المزيد من الأكل أو رفضه بأدب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
6,Friends & Family,الأصدقاء والعائلة,10,الشاي بعد الأكل,فتح الموقف — الشاي بعد الأكل,طلب أساسي — الشاي بعد الأكل,توضيح أو سؤال — الشاي بعد الأكل,رد على جواب مغربي — الشاي بعد الأكل,إغلاق الموقف — الشاي بعد الأكل,في نهاية اليوم يستطيع المتعلم التعامل مع الشاي بعد الأكل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
